sentence_id	token	pos_GF	pos_AT		Adjudication		
87	an	PRON			PRON		
87	trè	ADV	ADV		ADV		
87	éfréyé	ADJ	ADJ		ADJ		
87	_VIRGULE_	PUNCT	PUNCT		PUNCT		
87	an	PRON			PRON		
87	éfréyé	ADJ	ADJ		ADJ		
87	anlo	ADV	ADV		ADV		
87	_VIRGULE_	PUNCT	PUNCT		PUNCT		
87	anlo	ADV	ADV		ADV		
87	_VIRGULE_	PUNCT	PUNCT		PUNCT		
87	anlo	ADV	ADV		ADV		
87	menm	ADV	ADV		ADV		
87	.	PUNCT	PUNCT		PUNCT		
88	an	PRON	PRON		PRON		
88	promèt	VERB	VERB		VERB		
88	li	PRON			PRON		
88	ké	SCONJ	PART	SCONJ	SCONJ		
88	on	PRON	DET	DET	DET		
88	jou	VERB	NOUN	NOUN	NOUN		
88	an	PRON			PRON		
88	ké	PART	PART		PART		
88	pi	VERB		ADV	ADV		
88	gran	ADV	ADJ	ADJ	ADJ		
88	an	PRON			PRON		
88	ké	PART	PART		PART		
88	aprann	VERB	VERB		VERB		
88	lang	NOUN	NOUN		NOUN		
88	dé	DET	DET		DET		
88	siny	NOUN	NOUN		NOUN		
88	.	PUNCT	PUNCT		PUNCT		
89	eskizé	VERB	VERB		VERB		
89	mwen	PRON	PRON		PRON		
89	_VIRGULE_	PUNCT	PUNCT		PUNCT		
89	an	PRON			PRON		
89	ka	PART	PART		PART		
89	...	PUNCT	PUNCT		PUNCT		
89	an	PRON			PRON		
89	ka	PART	PART		PART		
89	palé	VERB	VERB		VERB		
89	fransé	NOUN	NOUN		NOUN		
89	paskè	SCONJ	SCONJ		SCONJ		
89	sé	VERB	VERB		VERB		
89	konsa	ADV	ADV		ADV		comme Ã§aÂ ?
89	an	PRON	PRON		PRON		
89	di	VERB	VERB	VERB	VERB		
89	'y	PRON	PRON		PRON		
89	sa	PRON	PRON		PRON		
89	paskè	SCONJ	SCONJ		SCONJ		
89	i	PRON	PRON		PRON		
89	pa	ADV	ADV		ADV		
89	ka	PART	PART		PART		
89	...	PUNCT	PUNCT		PUNCT		
89	i	PRON	PRON		PRON		
89	pa	ADV	ADV		ADV		
89	ka	PART	PART		PART		
89	li	VERB	VERB		VERB		
89	kréyol	NOUN	NOUN		NOUN		
89	.	PUNCT	PUNCT		PUNCT		
90	an	PRON	PRON		PRON		
90	pa	ADV	ADV		ADV		
90	bezwen	AUX	AUX		AUX		
90	travay	VERB	NOUN	VEBR OU NOUN	VERB	Si bezwen est un aux, travay doit être verb non ?	
90	_VIRGULE_	PUNCT	PUNCT		PUNCT		
90	pa	ADV	ADV		ADV		
90	bezwen	AUX	AUX		AUX		
90	travay	VERB	NOUN	VERB	VERB		
90	lékol	NOUN	NOUN		NOUN		
90	_VIRGULE_	PUNCT	PUNCT		PUNCT		
90	pa	ADV	ADV		ADV		
90	bizwen	AUX	AUX		AUX		
90	fè	VERB	VERB		VERB		
90	ayen	NOUN	NOUN		NOUN		
90	piskè	SCONJ	PRON	SCONJ	SCONJ		
90	yo	PRON	PRON		PRON		
90	ka	PART	PART		PART		
90	ban	ADV		VERB	VERB		
90	mwen	PRON	PRON		PRON		
90	tout	ADV	ADV		ADV		
90	sa	PRON	PRON		PRON		
90	an	PRON			PRON		
90	bizwen	VERB	AUX	VERB	VERB		
90	.	PUNCT	PUNCT		PUNCT		
91	gadé	VERB	VERB		VERB		
91	si	SCONJ			SCONJ		
91	ou	PRON	PRON		PRON		
91	kouté	VERB	VERB		VERB		
91	mizik	NOUN	NOUN		NOUN		
91	kréyol	ADJ	ADJ		ADJ		
91	é	CCONJ			CCONJ		
91	ou	PRON	PRON		PRON		
91	kouté	VERB	VERB		VERB		
91	mizik	NOUN	NOUN		NOUN		
91	an	ADP 	DET	ADP	ADP		
91	fransé	ADJ	ADJ		ADJ		
91	sé	VERB	VERB		VERB		
91	dé	DET	DET		DET		
91	biten	NOUN	NOUN		NOUN		
91	diféran	ADJ	ADJ		ADJ		
91	.	PUNCT	PUNCT		PUNCT		
92	piti	ADJ	ADJ		ADJ		
92	manman	NOUN	NOUN		NOUN		
92	nou	PRON	PRON		PRON		
92	té	PART	PART		PART		
92	ka	PART	PART		PART		
92	chanté	VERB	VERB		VERB		
92	ban	VERB		ADP	ADP		
92	nou	PRON	PRON		PRON		
92	an	ADP 			ADP 		
92	pou	ADP 	ADP 		ADP 		
92	nou	PRON	PRON		PRON		
92	té	PART	PART		PART		
92	pé	AUX			AUX		
92	domi	VERB	VERB		VERB		
92	lè	VERB		SCONJ	SCONJ		
92	nou	PRON	PRON		PRON		
92	pa	ADV	ADV		ADV		
92	té	ADV	ADV	VERB	VERB		
92	byen	ADV	ADJ	ADJ	ADJ		
92	.	PUNCT	PUNCT		PUNCT		
93	an	PRON			PRON		
93	ka	PART	PART		PART		
93	li	VERB	VERB		VERB		
93	su	ADP 	ADP 		ADP 		
93	l7V	NOUN	NOUN		NOUN		
93	a'w	NOUN		PRON	PRON		
93	sa	DET	DET	DET	DET		
93	'w	PRON	PRON	PRON	PRON		
93	ka	PART	PART		PART		
93	di	VERB	VERB		VERB		
93	.	PUNCT	PUNCT		PUNCT		
94	an	PRON			PRON		
94	ni	VERB	VERB		VERB		
94	on	PRON	NOUN	DET	DET		
94	otofonis	NOUN	NOUN		NOUN		
94	ki	PRON	SCONJ	PRON	PRON		
94	aprann	VERB	VERB		VERB		
94	mwen	PRON	PRON		PRON		
94	fè	VERB	VERB		VERB		
94	sa	PRON	PRON		PRON		
94	.	PUNCT	PUNCT		PUNCT		
95	sé	VERB	VERB		VERB		
95	konsa	ADV	ADV		ADV		
95	an	PRON	PRON		PRON		
95	ka	PART	PART		PART		
95	konprann	VERB	VERB		VERB		
95	sa	DET	DET	DET	DET		'w Ã  tokÂ ?
95	'w	PRON	PRON	PRON	PRON		
95	ka	PART	SCONJ	PART	PART		
95	di	VERB	VERB		VERB		
95	.	PUNCT	PUNCT		PUNCT		
96	pou	ADP 	ADP 		ADP 		
96	an	DET	DET		DET		
96	timoun	NOUN	NOUN		NOUN		
96	fè	ADJ	VERB	? il faut 	VERB		
96	mennen	VERB	ADV	VERB	VERB		
96	an		DET		DET		
96	ti		ADJ		ADJ		
96	biten	NOUN	NOUN		NOUN		bout de tempsÂ ?
96	kanmen	ADV	ADV		ADV		
96	menmsi	ADV	ADV		ADV		
96	a_pa	VERB		? a pa = ce n'est pas	ADV		
96	_VIRGULE_	PUNCT	PUNCT		PUNCT		
96	a_pa	VERB		? a pa= ce n'est pas	ADV		
96	gran	ADJ	ADJ		ADJ		
96	choz	NOUN	NOUN		NOUN		
96	.	PUNCT	PUNCT		PUNCT		
97	an	NOUN	PRON	PRON	PRON		
97	ka	PART	PART		PART		
97	rakonté	VERB	VERB		VERB		
97	tan		ADV	?	PRON		
97	mwen	PRON	PRON		PRON		
97	kanmenm	ADV	ADV		ADV		
97	pou	ADP 	ADP 		ADP 		
97	zot	NOUN	PRON	PRON	PRON		
97	pé	AUX		VERB	VERB		
97	sa	PRON			PRON		
97	konprann	VERB	VERB		VERB		
97	ki			PRON	PRON		
97	biten	NOUN			NOUN		
97	an	PRON			PRON		
97	ka	PART	PART		PART		
97	palé	VERB	VERB		VERB		
97	lè			SCONJ	SCONJ		
97	an	PRON			PRON		
97	ka	PART	PART		PART		
97	di	VERB	VERB		VERB		
97	sé	VERB	VERB		VERB		
97	on	DET	DET		DET		
97	pakou	NOUN	NOUN		NOUN		
97	enpotan	ADJ	ADJ		ADJ		
97	.	PUNCT	PUNCT		PUNCT		
98	i	PRON	PRON		PRON		
98	té	PART	PART		PART		
98	ka	PART	PART		PART		
98	palé	VERB	VERB		VERB		
98	ban	ADP 			ADP 	POUR	
98	mwen	PRON	PRON		PRON		
98	é	CCONJ			CCONJ		
98	an	PRON			PRON		
98	té	PART	PART		PART		
98	ka	PART	PART		PART		
98	palé	VERB	VERB		VERB		
98	ba	ADP 	ADP 		ADP		
98	'y	PRON	PRON		PRON		
98	.	PUNCT	PUNCT		PUNCT		
99	i	PRON	PRON		PRON		
99	té	PART	PART		PART		
99	ka	PART	PART		PART		
99	réponn	VERB	VERB		VERB		
99	_VIRGULE_	PUNCT	PUNCT		PUNCT		
99	i	PRON	PRON		PRON		
99	té	PART	PART		PART		
99	ka	PART	PART		PART		
99	tann	VERB	VERB		VERB		
99	_VIRGULE_	PUNCT	PUNCT		PUNCT		
99	an	PRON	PRON		PRON		
99	pa	ADV	ADP 	ADV	ADV		
99	ka	PART	PART		PART		
99	konprann	VERB	VERB		VERB		
99	.	PUNCT	PUNCT		PUNCT		
100	moun	NOUN	NOUN		NOUN		
100	la	DET	DET		DET		
100	ka	PART	PART		PART		
100	préparé	VERB	VERB		VERB		
100	Lemardigra	NOUN	PROPN	PROPN	PROPN		Le mardi grasÂ ? Je dirais que non, on garde collÃ©
100	avè	ADP 	ADP 		ADP 		
100	dé	DET	DET		DET		?
100	défilé	NOUN	NOUN		NOUN		?
100	tou	ADV	ADV		ADV		
100	lé	DET	DET		DET		
100	dimanch	NOUN	NOUN		NOUN		
